site_id,building_id,primary_use,square_feet,year_built,floor_count
3,316,9,78550,1975.0,4.0
3,317,6,16098,1973.0,3.0
3,318,6,105000,1968.0,4.0
3,319,9,13100,1929.0,3.0
3,320,0,105500,1969.0,4.0
3,321,9,15913,1971.0,3.0
3,322,0,37083,1908.0,4.0
3,323,0,282200,1928.0,5.0
3,324,1,11910,1969.0,3.0
3,325,0,59200,1959.0,4.0
3,326,1,45548,1957.0,4.0
3,327,0,99325,1927.0,4.0
3,328,0,47200,1935.0,4.0
3,329,1,3133,1972.0,3.0
3,330,0,65000,1965.0,4.0
3,331,0,288800,1923.0,5.0
3,332,0,90400,1966.0,3.0
3,333,0,59900,1962.0,4.0
3,334,0,57100,1960.0,4.0
3,335,6,229000,2010.0,4.0
3,336,0,43000,1923.0,4.0
3,337,1,22334,1977.0,3.0
3,338,1,23803,1969.0,3.0
3,339,0,71100,1967.0,4.0
3,340,1,1843,1972.0,3.0
3,341,0,158000,1959.0,4.0
3,342,4,15420,1972.0,3.0
3,343,9,22000,1968.0,3.0
3,344,0,77500,1942.0,4.0
3,345,4,7250,1965.0,3.0
3,346,1,17709,1963.0,3.0
3,347,0,75900,1974.0,4.0
3,348,9,10577,1969.0,3.0
3,349,9,45098,1962.0,4.0
3,350,0,83800,1944.0,4.0
3,351,0,58908,1910.0,4.0
3,352,0,144900,1966.0,5.0
3,353,0,99700,1955.0,4.0
3,354,0,77500,1971.0,4.0
3,355,0,182500,1970.0,4.0
3,356,9,4336,1971.0,2.0
3,357,4,2000,1972.0,3.0
3,358,0,77700,1968.0,4.0
3,359,9,4925,1965.0,2.0
3,360,0,69600,1949.0,4.0
3,361,9,13224,1965.0,3.0
3,362,9,21368,1969.0,4.0
3,363,0,69300,2017.0,4.0
3,364,0,83800,1968.0,4.0
3,365,3,819577,1922.0,6.0
3,366,9,9941,1963.0,3.0
3,367,1,20584,1962.0,3.0
3,368,11,16500,1966.0,3.0
3,369,9,6431,1968.0,3.0
3,370,1,15960,2005.0,3.0
3,371,1,5554,1972.0,3.0
3,372,0,49100,1911.0,4.0
3,373,0,46484,1932.0,4.0
3,374,4,350000,1949.0,4.0
3,375,6,850354,1989.0,6.0
3,376,6,585955,1942.0,6.0
3,377,9,12506,1957.0,3.0
3,378,9,35241,1978.0,4.0
3,379,1,7675,1962.0,3.0
3,380,0,95100,1927.0,4.0
3,381,1,1858,1972.0,3.0
3,382,0,47984,2002.0,4.0
3,383,15,27318,1961.0,3.0
3,384,6,13728,1957.0,3.0
3,385,9,18432,1973.0,3.0
3,386,1,17262,2003.0,3.0
3,387,0,104200,2009.0,4.0
3,388,9,30810,1968.0,4.0
3,389,0,57165,2014.0,4.0
3,390,6,34400,1968.0,3.0
3,391,0,87107,1959.0,4.0
3,392,0,53000,1912.0,4.0
3,393,0,59400,1900.0,4.0
3,394,1,3545,2000.0,3.0
3,395,9,8925,1912.0,3.0
3,396,9,16768,1980.0,3.0
3,397,9,54061,2006.0,4.0
3,398,0,62200,1968.0,4.0
3,399,0,180000,1939.0,4.0
3,400,9,19315,1954.0,3.0
3,401,1,12660,1956.0,3.0
3,402,9,2818,1973.0,3.0
3,403,0,49500,1962.0,4.0
3,404,9,5783,1969.0,3.0
3,405,0,82200,1916.0,4.0
3,406,1,2347,1974.0,3.0
3,407,0,325217,2006.0,5.0
3,408,1,16098,1929.0,3.0
3,409,0,38500,2016.0,4.0
3,410,0,64113,1924.0,4.0
3,411,1,6139,1963.0,3.0
3,412,0,110000,1971.0,4.0
3,413,15,14839,2005.0,3.0
3,414,1,36387,1966.0,4.0
3,415,0,41329,1968.0,3.0
3,416,9,7079,1965.0,3.0
3,417,0,69600,1978.0,4.0
3,418,1,86120,1926.0,4.0
3,419,0,271300,1940.0,4.0
3,420,9,81397,2004.0,4.0
3,421,1,11274,1964.0,3.0
3,422,9,8726,1969.0,3.0
3,423,1,969,1969.0,3.0
3,424,9,32527,1957.0,4.0
3,425,15,202829,1983.0,4.0
3,426,0,101400,1930.0,4.0
3,427,9,14269,1971.0,3.0
3,428,1,1396,1970.0,2.0
3,429,9,11934,1930.0,3.0
3,430,9,23918,1966.0,3.0
3,431,8,1760,1972.0,3.0
3,432,9,103200,1975.0,4.0
3,433,1,23055,1965.0,3.0
3,434,0,39500,1969.0,4.0
3,435,6,29916,2002.0,3.0
3,436,4,15574,1973.0,3.0
3,437,1,11651,1966.0,3.0
3,438,9,36562,1968.0,4.0
3,439,6,62205,1968.0,4.0
3,440,9,35033,1962.0,4.0
3,441,9,3267,1967.0,3.0
3,442,0,70800,1964.0,4.0
3,443,0,109000,1940.0,4.0
3,444,9,12945,1960.0,3.0
3,445,0,40950,1910.0,4.0
3,446,9,43992,1971.0,4.0
3,447,9,21472,2011.0,4.0
3,448,6,328760,1904.0,5.0
3,449,4,18340,1900.0,3.0
3,450,0,116872,1931.0,4.0
3,451,1,5013,1967.0,3.0
3,452,0,155100,1931.0,4.0
3,453,9,24875,1984.0,4.0
3,454,9,16576,1932.0,3.0
3,455,3,29192,2014.0,3.0
3,456,9,14125,1962.0,3.0
3,457,0,79700,1932.0,4.0
3,458,1,4589,1967.0,3.0
3,459,1,36744,2004.0,3.0
3,460,9,17927,1967.0,3.0
3,461,0,69400,1959.0,4.0
3,462,9,9226,1968.0,3.0
3,463,9,25000,1963.0,4.0
3,464,9,9816,1969.0,3.0
3,465,6,6400,1966.0,2.0
3,466,9,22500,1974.0,3.0
3,467,9,47439,1956.0,4.0
3,468,6,40000,1968.0,4.0
3,469,9,13044,1913.0,3.0
3,470,9,24618,1963.0,3.0
3,471,0,170000,1956.0,4.0
3,472,0,69400,1911.0,4.0
3,473,9,46007,1950.0,4.0
3,474,9,10151,1966.0,3.0
3,475,6,474680,1986.0,5.0
3,476,1,1102,1969.0,3.0
3,477,9,21600,1969.0,4.0
3,478,4,31283,1935.0,4.0
3,479,9,43955,1978.0,4.0
3,480,6,30000,1970.0,4.0
3,481,0,104294,1976.0,4.0
3,482,0,394000,2013.0,4.0
3,483,0,207000,1935.0,4.0
3,484,9,18000,1967.0,3.0
3,485,9,22000,2007.0,3.0
3,486,0,86375,1903.0,4.0
3,487,0,66600,1959.0,4.0
3,488,0,69600,1908.0,4.0
3,489,0,85039,1925.0,4.0
3,490,0,98900,1961.0,4.0
3,491,0,66600,1970.0,4.0
3,492,0,193800,1974.0,4.0
3,493,0,283000,2014.0,5.0
3,494,0,72800,1959.0,4.0
3,495,0,47500,1968.0,4.0
3,496,9,16200,1974.0,3.0
3,497,9,7732,1962.0,3.0
3,498,1,14842,1969.0,3.0
3,499,0,376507,2011.0,5.0
3,500,0,99975,1968.0,4.0
3,501,0,66404,1969.0,4.0
3,502,9,6010,1968.0,3.0
3,503,7,10762,1969.0,3.0
3,504,15,112536,1971.0,4.0
3,505,15,51622,1975.0,4.0
3,506,7,34400,1968.0,3.0
3,507,0,61151,1967.0,4.0
3,508,7,112283,1968.0,4.0
3,509,7,10578,1971.0,3.0
3,510,9,4581,1967.0,3.0
3,511,9,12316,1960.0,4.0
3,512,4,5000,2010.0,3.0
3,513,9,112283,1968.0,4.0
3,514,9,12750,1956.0,3.0
3,515,0,63900,1921.0,4.0
3,516,9,9000,1970.0,3.0
3,517,4,2210,1970.0,3.0
3,518,9,555243,1941.0,5.0
3,519,9,461647,1976.0,5.0
3,520,6,27600,1969.0,3.0
3,521,9,12000,1969.0,3.0
3,522,6,8000,1968.0,3.0
3,523,1,9726,1972.0,3.0
3,524,9,134114,1968.0,4.0
3,525,9,9062,1970.0,3.0
3,526,9,7636,1961.0,3.0
3,527,9,9392,1971.0,3.0
3,528,9,11143,1963.0,3.0
3,529,9,14519,1908.0,3.0
3,530,9,144000,1967.0,5.0
3,531,9,68203,1964.0,4.0
3,532,1,7133,1963.0,3.0
3,533,4,11900,1969.0,3.0
3,534,1,898,1969.0,3.0
3,535,3,15000,2010.0,3.0
3,536,1,1962,1972.0,3.0
3,537,0,73200,1959.0,4.0
3,538,10,10000,2010.0,3.0
3,539,1,1473,1970.0,2.0
3,540,0,88300,1909.0,4.0
3,541,4,2582,1972.0,3.0
3,542,0,66900,1969.0,4.0
3,543,1,801,1969.0,3.0
3,544,9,110800,1972.0,4.0
3,545,0,21903,1931.0,4.0
3,546,9,400000,1971.0,4.0
3,547,3,23903,1967.0,3.0
3,548,3,9813,2010.0,3.0
3,549,9,12754,1968.0,3.0
3,550,9,16000,2014.0,3.0
3,551,6,30525,1964.0,4.0
3,552,9,20110,1936.0,3.0
3,553,0,37800,1972.0,4.0
3,554,1,26187,1971.0,3.0
3,555,0,22400,1973.0,3.0
3,556,3,450000,2012.0,4.0
3,557,9,19000,1952.0,3.0
3,558,6,89315,1968.0,4.0
3,559,0,48994,2015.0,4.0
3,560,6,340000,2010.0,4.0
3,561,6,295000,1970.0,5.0
3,562,0,235000,2013.0,4.0
3,563,6,31346,1969.0,4.0
3,564,9,89315,1968.0,4.0
4,565,0,15326,1954.0,2.0
4,566,0,2010,1957.0,1.0
4,567,1,82670,2016.0,4.0
4,568,0,14150,1974.0,2.0
4,569,0,86091,1964.0,8.0
4,570,0,193202,1964.0,10.0
4,571,0,47954,1980.0,3.0
4,572,0,94175,1964.0,9.0
4,573,0,23815,1914.0,4.0
4,574,0,56343,1905.0,4.0
4,575,13,33167,1963.0,4.0
4,576,0,86465,2014.0,7.0
4,577,0,113589,1958.0,3.0
4,578,4,71994,2004.0,4.0
4,579,0,7781,1910.0,4.0
4,580,0,104016,1960.0,4.0
4,581,4,23012,1930.0,3.0
4,582,0,14542,1920.0,4.0
4,583,0,206054,1950.0,9.0
4,584,0,137806,1967.0,8.0
4,585,9,132394,1949.0,7.0
4,586,9,166514,1917.0,5.0
4,587,13,53234,1942.0,5.0
4,588,0,21866,1911.0,4.0
4,589,0,305268,1952.0,8.0
4,590,0,8516,1920.0,2.0
4,591,1,59326,1932.0,1.0
4,592,0,120694,2012.0,7.0
4,593,0,66203,2015.0,6.0
4,594,0,177281,1964.0,7.0
4,595,0,270413,1971.0,14.0
4,596,0,18474,1923.0,4.0
4,597,9,189425,1994.0,4.0
4,598,9,68701,1930.0,4.0
4,599,0,25996,1954.0,4.0
4,600,0,44182,1917.0,5.0
4,601,1,11910,1903.0,2.0
4,602,1,238065,1933.0,6.0
4,603,9,29063,2004.0,3.0
4,604,0,8463,1966.0,3.0
4,605,0,51020,1924.0,5.0
4,606,14,23432,1999.0,2.0
4,607,0,34825,1999.0,2.0
4,608,1,124197,1927.0,3.0
4,609,0,141461,1907.0,6.0
4,610,1,30160,1958.0,4.0
4,611,0,128126,1966.0,7.0
4,612,0,77055,1917.0,4.0
4,613,1,1305,1995.0,1.0
4,614,4,185200,1930.0,8.0
4,615,0,153700,1990.0,7.0
4,616,0,117814,1959.0,6.0
4,617,0,182943,1963.0,11.0
4,618,0,148032,1924.0,5.0
4,619,0,68146,1948.0,6.0
4,620,0,220703,2011.0,9.0
4,621,8,387,1955.0,1.0
4,622,0,123612,1961.0,7.0
4,623,0,49388,1931.0,6.0
4,624,0,46204,1941.0,5.0
4,625,0,55516,1978.0,5.0
4,626,9,130581,1970.0,5.0
4,627,0,56637,1953.0,5.0
4,628,0,40706,1958.0,3.0
4,629,0,40835,1931.0,6.0
4,630,0,93420,1948.0,5.0
4,631,0,23533,1906.0,3.0
4,632,0,41297,1959.0,6.0
4,633,8,98539,1989.0,2.0
4,634,0,4000,1910.0,4.0
4,635,0,7122,1909.0,3.0
4,636,0,6564,1909.0,3.0
4,637,0,4189,1929.0,3.0
4,638,0,7900,1923.0,4.0
4,639,0,14524,1964.0,2.0
4,640,1,36180,1966.0,9.0
4,641,0,109588,1994.0,8.0
4,642,0,30401,1959.0,4.0
4,643,0,110919,1941.0,6.0
4,644,1,261091,1923.0,3.0
4,645,0,304333,2006.0,12.0
4,646,0,58733,1923.0,6.0
4,647,4,86959,1942.0,5.0
4,648,0,154706,2009.0,11.0
4,649,0,116121,1996.0,10.0
4,650,0,75228,1993.0,4.0
4,651,8,306140,2007.0,5.0
4,652,0,150887,1959.0,9.0
4,653,0,420885,1930.0,8.0
4,654,0,43910,1912.0,5.0
4,655,0,222434,1964.0,11.0
5,656,7,5769,1976.0,1.0
5,657,0,109071,1966.0,3.0
5,658,1,31075,1976.0,2.0
5,659,1,15306,1976.0,2.0
5,660,1,5447,1976.0,1.0
5,661,1,7427,1976.0,2.0
5,662,1,12777,1976.0,2.0
5,663,1,57189,1976.0,2.0
5,664,1,49492,1976.0,2.0
5,665,1,8773,1966.0,1.0
5,666,1,12045,1976.0,1.0
5,667,1,15715,1966.0,2.0
5,668,1,47275,1976.0,2.0
5,669,1,4768,1976.0,1.0
5,670,3,18471,1966.0,1.0
5,671,4,7589,1976.0,3.0
5,672,5,6329,1919.0,2.0
5,673,1,36307,1976.0,2.0
5,674,1,149704,1976.0,8.0
5,675,5,3853,1976.0,1.0
5,676,5,90697,1976.0,2.0
5,677,9,7072,1919.0,2.0
5,678,9,60977,1976.0,6.0
5,679,9,43400,1976.0,3.0
5,680,9,9849,1976.0,2.0
5,681,9,41861,1919.0,3.0
5,682,1,64153,1971.0,5.0
5,683,6,4650,1976.0,2.0
5,684,6,152471,1919.0,3.0
5,685,6,270034,1976.0,5.0
5,686,6,12206,1976.0,2.0
5,687,6,36221,1976.0,4.0
5,688,6,52302,1966.0,2.0
5,689,6,11442,1976.0,1.0
5,690,6,19429,1945.0,2.0
5,691,6,42647,1976.0,1.0
5,692,6,7416,1976.0,2.0
5,693,6,57436,1976.0,3.0
5,694,0,30613,1976.0,4.0
5,695,0,121062,1976.0,3.0
5,696,0,19041,1976.0,2.0
5,697,0,18697,1919.0,2.0
5,698,0,13939,1976.0,1.0
5,699,0,93764,1945.0,3.0
5,700,0,11464,1976.0,1.0
5,701,0,128682,1966.0,4.0
5,702,0,24251,1966.0,2.0
5,703,0,34563,1966.0,1.0
5,704,0,17050,1966.0,1.0
5,705,0,23605,1976.0,1.0
5,706,0,27685,1919.0,2.0
5,707,0,11270,1976.0,1.0
5,708,0,102429,1945.0,4.0
5,709,0,23067,1976.0,2.0
5,710,0,12088,1919.0,4.0
5,711,0,15414,1976.0,1.0
5,712,0,22949,1976.0,1.0
5,713,0,14973,1976.0,2.0
5,714,0,8730,1976.0,1.0
5,715,0,23153,1976.0,2.0
5,716,0,37265,1919.0,3.0
5,717,0,28826,1976.0,2.0
5,718,0,25866,1919.0,2.0
5,719,0,28363,1919.0,2.0
5,720,0,18202,1919.0,2.0
5,721,0,121471,1966.0,3.0
5,722,0,31635,1966.0,3.0
5,723,0,160038,1966.0,4.0
5,724,0,88856,1976.0,2.0
5,725,0,13789,1919.0,1.0
5,726,0,120566,1945.0,2.0
5,727,0,139113,1976.0,3.0
5,728,0,30300,1966.0,2.0
5,729,0,17190,1919.0,2.0
5,730,0,126045,1966.0,4.0
5,731,0,29149,1919.0,2.0
5,732,0,66187,1976.0,1.0
5,733,0,96929,1966.0,3.0
5,734,0,28191,1919.0,1.0
5,735,0,155807,2013.0,2.0
5,736,0,94658,1976.0,3.0
5,737,0,14790,1976.0,1.0
5,738,0,95433,1966.0,4.0
5,739,0,137046,1966.0,2.0
5,740,0,37975,1976.0,1.0
5,741,0,14025,1966.0,1.0
5,742,1,31829,1976.0,2.0
5,743,1,12185,1976.0,2.0
5,744,1,48642,1919.0,5.0
6,745,0,13512,1959.0,3.0
6,746,6,17879,1967.0,3.0
6,747,0,30531,1964.0,4.0
6,748,6,32766,1960.0,4.0
6,749,4,35936,1968.0,4.0
6,750,0,35990,1968.0,4.0
6,751,6,37485,1973.0,4.0
6,752,9,38671,1966.0,4.0
6,753,0,39558,1967.0,4.0
6,754,6,41337,1968.0,3.0
6,755,6,42129,1965.0,4.0
6,756,4,44352,1970.0,4.0
6,757,0,46813,1972.0,4.0
6,758,4,47007,1965.0,4.0
6,759,4,48519,1959.0,4.0
6,760,6,49990,1953.0,4.0
6,761,1,52534,1965.0,4.0
6,762,0,53651,1973.0,4.0
6,763,6,54597,1965.0,4.0
6,764,0,58307,1967.0,4.0
6,765,1,58562,1972.0,3.0
6,766,6,64818,1970.0,4.0
6,767,6,70042,1972.0,4.0
6,768,0,75929,1966.0,4.0
6,769,0,77263,1971.0,4.0
6,770,0,80325,1972.0,4.0
6,771,4,82911,1971.0,4.0
6,772,4,87661,1962.0,4.0
6,773,4,93313,1969.0,4.0
6,774,4,93500,1969.0,4.0
